fsq_id,poi_name,poi_category_id,poi_rating,poi_review_count,poi_latitude,poi_longitude,poi_address,postal_code,station_id,distance_from_station,station_name
89c8cf75f52e4920bcf78391,Willy Dog McMaster,13065,,,43.263187,-79.918613,1280 Main St W,,0263c2af4dcdc215b9c81753a8df8a9a,471,MAC Rack ITB
55c9bbe31eab468ff220eb8c,Frankie Lantra,13065,,,43.257727,-79.931316,1630 Main St W,L8S 1G3,0263c2af4dcdc215b9c81753a8df8a9a,889,MAC Rack ITB
4d7bdad5e04d6ea85865f0d5,McMaster Museum of Art,10027,,,43.262663,-79.918153,1280 Main St E,L8K 1A9,0263c2af4dcdc215b9c81753a8df8a9a,431,MAC Rack ITB
4b5e5923f964a520b78a29e3,The Ship,13065,,,43.252066,-79.869987,23 Augusta St (Hughson St.),L8N 1P6,0265404843dccbf9378ce9d56a570914,101,Augusta at John
4b01f834f964a520e64622e3,The Pheasant Plucker,13065,,,43.25192,-79.870426,20 Augusta St (James St.),L8N 1P7,0265404843dccbf9378ce9d56a570914,109,Augusta at John
55de230f498eecf46f6652a2,The Mule,13065,,,43.257258,-79.867202,41 King William St (Hughson),L8R 1A2,0265404843dccbf9378ce9d56a570914,641,Augusta at John
5036724be4b001c520354587,Cafe Oranje,13065,,,43.253614,-79.860049,312 King St E (Wellington St),L8N 1C2,0265404843dccbf9378ce9d56a570914,755,Augusta at John
4f9828f2e4b0b95b78ff15ed,Radius,13065,,,43.25234,-79.870775,151 James St S (at Augusta St),L8P 2Z5,0265404843dccbf9378ce9d56a570914,165,Augusta at John
563694c3498e6c1e180a2b03,Hambrgr,13065,,,43.257213,-79.867056,49 King William St,L8R 1A2,0265404843dccbf9378ce9d56a570914,639,Augusta at John
4c48df8e20ab1b8dc18b0116,Ajio Sushi,13065,,,43.255299,-79.864321,161 King St E (Mary St),L8N 1B1,0265404843dccbf9378ce9d56a570914,555,Augusta at John
4db842ed6e81c67f61c9c4e7,Lulu's Shawarma,13065,,,43.256946,-79.866176,32 John St N (at King William St.),L8R 1H3,0265404843dccbf9378ce9d56a570914,632,Augusta at John
4b84e32bf964a520a74631e3,Jet Cafe,13065,,,43.254789,-79.863678,184 King St E,L8N 1B4,0265404843dccbf9378ce9d56a570914,554,Augusta at John
4bafbe2bf964a520021d3ce3,Atlantic Submarines,13065,,,43.250576,-79.868993,212 John St S (Young Street),L8N 2C8,0265404843dccbf9378ce9d56a570914,117,Augusta at John
52645a8911d2267fa5df22b1,The Works Gourmet Burger Bistro - Downtown Hamilton - Jackson Square,13065,,,43.257206,-79.869326,2 King St W (James Street North),L8P 1A1,0265404843dccbf9378ce9d56a570914,629,Augusta at John
4bad5ac6f964a52073493be3,Ben Thanh,13065,,,43.259718,-79.867943,113 James St N (James Street North And Vine Street),L8R 2K6,0265404843dccbf9378ce9d56a570914,902,Augusta at John
4dbf7017a86e2f4250abc6b1,Vida la Pita,13065,,,43.258317,-79.875959,217 King St W (Caroline),L8P 1A7,0265404843dccbf9378ce9d56a570914,933,Augusta at John
52b5ff54498ee0924e6ce866,John Street Diner,13065,,,43.256711,-79.866321,29 John St N (King William),L8R 1H1,0265404843dccbf9378ce9d56a570914,603,Augusta at John
4be882f8947820a157feb4db,Tim Hortons,13065,,,43.253825,-79.868198,80 John St S (at Jackson St E),L8N 2C1,0265404843dccbf9378ce9d56a570914,251,Augusta at John
4bf8283d8d30d13aa13e0018,Tim Hortons,13065,,,43.258606,-79.876565,239 King St W (Caroline Street West),L8P 1A7,0265404843dccbf9378ce9d56a570914,982,Augusta at John
5a22db7e6bd36b12fcd68c43,The Nook Cafe Hamilton,13065,,,43.252878,-79.871051,2 Bold St (James St.),L8P 1T2,0265404843dccbf9378ce9d56a570914,217,Augusta at John
604c2a0123f2784fdd06834f,Sankofa Dining,13065,,,43.253466,-79.866329,92 Jackson St E,L8N 1L2,0265404843dccbf9378ce9d56a570914,295,Augusta at John
4e7b788ba8096e181d4813b8,Liquid Kitty,13065,,,43.253962,-79.867155,69 John St S (Jackson st),L8N 2B9,0265404843dccbf9378ce9d56a570914,298,Augusta at John
58d3f264ccce31265d53f4a2,Hammer Town Subs,13065,,,43.254079,-79.867082,65 John St S,L8N 2B9,0265404843dccbf9378ce9d56a570914,312,Augusta at John
4bd0dbe5462cb7139246d907,Hamilton Club,13065,,,43.255183,-79.869448,6 Main St E (James Street),L8N 1E8,0265404843dccbf9378ce9d56a570914,396,Augusta at John
4fe53cd6e4b0117428807583,A&W Restaurant,13065,,,43.25855,-79.875118,194 King St W,L8P 1A5,0265404843dccbf9378ce9d56a570914,915,Augusta at John
4d8be55b2146721ed4a3f753,Mahal Restaurant,13065,,,43.256027,-79.868663,22 King St E,L8N 1A3,0265404843dccbf9378ce9d56a570914,489,Augusta at John
4bd7689e0b779c74591d05a0,National Pizza,13065,,,43.256501,-79.869763,3 King St E (James St N),L8N 1A1,0265404843dccbf9378ce9d56a570914,544,Augusta at John
5ac5d5ee492814601aa06642,Teafun,13065,,,43.255484,-79.864816,139 King St E,L8N 1B1,0265404843dccbf9378ce9d56a570914,544,Augusta at John
57522537498e3c8d06ff8191,Toast Wine Bar,13065,,,43.256159,-79.866228,12 John St N,L8R 1G9,0265404843dccbf9378ce9d56a570914,550,Augusta at John
4e9ed765775b7e725b844463,Country Style,13065,,,43.255439,-79.873386,71 Main St W (Bay Street),L8P 4Y5,0265404843dccbf9378ce9d56a570914,553,Augusta at John
4f875726e4b03a0f238965e4,Sana Grill,13065,,,43.255299,-79.864321,163 King St E (Mary St and King St E),L8N 1B1,0265404843dccbf9378ce9d56a570914,555,Augusta at John
4cd57a4576ab721e6c436d6a,Gino's Pizza,13065,,,43.256755,-79.868647,7 King St E (James),L8N 1A1,0265404843dccbf9378ce9d56a570914,569,Augusta at John
5c29303b8c812a002c452079,Popeye's Louisiana Kitchen,13065,,,43.256769,-79.868464,11 King St E,L8N 1A1,0265404843dccbf9378ce9d56a570914,572,Augusta at John
4f0734a04fc65447b14d023c,National Pizza and Wings,13065,,,43.256769,-79.868464,3 King St E,L8N 1A1,0265404843dccbf9378ce9d56a570914,572,Augusta at John
5cfe6acc51950e002c0872dd,Shingyu Steak,13065,,,43.255172,-79.863789,173 King St E (Mary St. and King St. E),L8N 1B3,0265404843dccbf9378ce9d56a570914,575,Augusta at John
5c1d6b9accad6b002c08ddc6,Noodle and Dumpling,13065,,,43.254469,-79.862743,220 King St E (Walnut Street North),L8N 1B5,0265404843dccbf9378ce9d56a570914,595,Augusta at John
4dffeec1d4c080823b63c2af,Internet Cafe,13065,,,43.256563,-79.866065,26 John St N,L8R 1G9,0265404843dccbf9378ce9d56a570914,596,Augusta at John
5d09774d7b0b520023ff166e,Earth to Table: Bread Bar James,13065,,,43.257056,-79.868374,14 James St N (King St),L8R 2J9,0265404843dccbf9378ce9d56a570914,604,Augusta at John
4ce56c25b3173704d015aaf6,New York Fries - Lloyd Jackson Square,13065,,,43.257051,-79.869161,2 King St W (in Jackson Square),L8P 1A1,0265404843dccbf9378ce9d56a570914,610,Augusta at John
4e484d0115200c1866974bbc,Mafu's kitchen,13065,,,43.254387,-79.862359,234 King St E,L8N 1B5,0265404843dccbf9378ce9d56a570914,617,Augusta at John
5d3a1d45738217000833e31f,Cherry Birch General,13065,,,43.254756,-79.862653,219 King St E,L8N 1B6,0265404843dccbf9378ce9d56a570914,618,Augusta at John
59dd5007db2aeb3d95939d31,The Fizz Sodas + Sandwiches,13065,,,43.254756,-79.862653,217 King St E,L8N 1B6,0265404843dccbf9378ce9d56a570914,618,Augusta at John
4c16b665955976b0fffda4f6,The Cottage - Social Eatery,13065,,,43.25741,-79.873209,Bay St (King),,0265404843dccbf9378ce9d56a570914,727,Augusta at John
51967e06498efab69759533a,Tabouli,13065,,,43.257246,-79.87026,100 King St W (in Jackson Square),L8P 1A2,0265404843dccbf9378ce9d56a570914,730,Augusta at John
55f06107498ea65e27dc49c4,Aichi Japan,13065,,,43.258442,-79.869257,2 King St W (in Jackson Square),L8P 1A1,0265404843dccbf9378ce9d56a570914,759,Augusta at John
4ccf1e072fd9b60c44ac79eb,Oak Cafe,13065,,,43.257946,-79.87279,120 King St W (in Jackson Square),L8P 4V2,0265404843dccbf9378ce9d56a570914,760,Augusta at John
4ca0d84946978cfa6e2eb77f,Wally Parr Sausage,13065,,,43.257044,-79.869253,2 King St W (in Jackson Square),L8P 1A1,0265404843dccbf9378ce9d56a570914,762,Augusta at John
564e0c55498e28312edd0074,Pokeh,13065,,,43.258924,-79.870266,55 York Blvd,L8R 3K1,0265404843dccbf9378ce9d56a570914,816,Augusta at John
4e380de71838d056d2786123,Cupcake Diner,13065,,,43.259034,-79.870285,35 York Blvd,L8R 3K7,0265404843dccbf9378ce9d56a570914,829,Augusta at John
